baseline,data,media_semanal,percentual_de_mortes_moveis,total_de_mortes,variacao_absoluta_sobre_o_dia_anterior
0,2022-04-08,160,-33,661182,147
0,2022-04-09,154,-35,661270,88
0,2022-04-10,149,-37,661309,39
0,2022-04-11,144,-34,661389,80
0,2022-04-12,138,-36,661552,163
0,2022-04-13,133,-38,661710,158
0,2022-04-14,117,-43,661855,145
0,2022-04-15,111,-44,661960,105
0,2022-04-16,103,46,661993,33
0,2022-04-17,100,-49,662011,18
0,2022-04-18,98,-47,662076,65
0,2022-04-19,102,-41,662266,190
0,2022-04-20,109,-35,662470,204
0,2022-04-21,100,-37,662556,86
0,2022-04-22,94,-39,662618,62
0,2022-04-23,89,-40,662654,36
0,2022-04-24,99,-32,662701,38
0,2022-04-25,100,-27,662777,76
0,2022-04-26,96,-27,662941,164
0,2022-04-27,99,-15,663165,224
0,2022-04-28,105,-6,663289,124
0,2022-04-29,124,20,663484,195
0,2022-04-30,127,26,663551,67
0,2022-05-01,124,26,663567,16
0,2022-05-02,126,23,663657,90
0,2022-05-03,118,8,663765,108
0,2022-05-04,93,-7,663816,51
0,2022-05-05,97,3,663967,151
0,2022-05-06,94,-2,664143,176
0,2022-05-07,90,-9,664179,36
0,2022-05-08,89,-11,664189,10
0,2022-05-09,84,-12,664248,59
0,2022-05-10,97,-2,664443,195
0,2022-05-11,107,2,664564,121
0,2022-05-12,105,-15,664700,136
0,2022-05-13,98,-23,664830,130
0,2022-05-14,110,-12,664920,90
0,2022-05-15,111,-12,664967,47
0,2022-05-16,115,-2,665056,89
0,2022-05-17,119,28,665277,221
0,2022-05-18,116,20,665376,99
0,2022-05-19,113,20,665491,115
0,2022-05-20,109,22,665595,104
0,2022-05-21,105,18,665657,62
0,2022-05-22,102,21,665680,23
0,2022-05-23,96,-1,665727,47
0,2022-05-24,97,-9,665955,228
0,2022-05-25,105,0,666112,157
0,2022-05-26,108,10,666248,136
0,2022-05-27,110,4,666365,117
0,2022-05-28,111,0,666435,70
0,2022-05-29,117,1,666496,61
0,2022-05-30,120,1,666568,72
0,2022-05-31,110,-5,666727,159
0,2022-06-01,105,-7,666848,121
0,2022-06-02,104,-5,666978,130
0,2022-06-03,93,-11,667019,41
0,2022-06-04,87,-15,667044,25
0,2022-06-05,80,-17,667056,12
0,2022-06-06,77,-21,667106,50
0,2022-06-07,96,-9,667400,294
0,2022-06-08,122,13,667701,301
0,2022-06-09,124,13,667849,148
0,2022-06-10,141,27,668007,158
0,2022-06-11,156,34,668134,127
0,2022-06-12,160,33,668177,43
0,2022-06-13,161,46,668230,53
0,2022-06-14,143,36,668404,174
0,2022-06-15,149,43,668744,340
0,2022-06-16,149,59,668892,148
0,2022-06-17,137,58,668968,76
0,2022-06-19,133,73,669109,47
0,2022-06-20,141,47,669217,108
0,2022-06-21,147,21,669436,219
0,2022-06-22,124,0,669612,176
0,2022-06-23,152,8,669958,346
0,2022-06-24,188,21,670282,324
0,2022-06-25,194,21,670418,136
0,2022-06-26,193,20,670459,41
0,2022-06-27,198,38,670606,147
0,2022-06-28,209,40,670900,294
0,2022-06-29,226,52,671194,294
0,2022-06-30,215,57,671466,272
0,2022-07-01,212,60,671764,298
0,2022-07-02,206,55,671938,174
0,2022-07-03,223,58,672017,79
0,2022-07-04,214,45,672101,84
0,2022-07-05,228,84,672494,393
0,2022-07-06,234,53,672829,335
0,2022-07-07,237,26,673126,297
0,2022-07-08,234,20,673400,274
0,2022-07-09,239,24,673614,214
0,2022-07-10,235,18,673659,45
0,2022-07-11,245,17,673814,155
0,2022-07-12,239,6,674166,352
0,2022-07-13,246,14,674554,388
0,2022-07-14,246,16,674846,292
0,2022-07-15,249,15,675145,299
0,2022-07-16,248,12,675353,208
0,2022-07-17,250,17,675408,55
0,2022-07-18,248,9,675551,143
0,2022-07-19,252,8,675929,378
0,2022-07-20,247,4,676280,351
0,2022-07-21,244,4,676551,271
0,2022-07-22,240,0,676826,275
0,2022-07-23,232,-1,676979,153
0,2022-07-24,230,-6,677021,42
0,2022-07-25,237,-1,677213,192
0,2022-07-26,233,-5,677563,350
0,2022-07-27,227,-8,677871,308
0,2022-07-28,228,-9,678147,276
0,2022-07-29,221,-11,678375,228
0,2022-07-30,223,-11,678537,162
0,2022-07-31,222,-10,678578,41
0,2022-08-01,226,-10,678792,214
0,2022-08-02,214,-13,679063,271
0,2022-08-03,209,-14,679336,273
0,2022-08-04,207,-14,679594,258
0,2022-08-05,204,-12,679802,208
0,2022-08-06,211,-9,680012,210
0,2022-08-07,210,-11,680051,39
0,2022-08-08,207,-11,680239,188
0,2022-08-09,219,-4,680598,359
0,2022-08-10,217,-5,680852,254
0,2022-08-11,204,-8,681025,173
0,2022-08-12,216,-3,681317,292
0,2022-08-13,210,-6,681480,163
0,2022-08-14,214,-5,681550,70
0,2022-08-15,209,-2,681705,155
0,2022-08-16,176,-16,681828,213
0,2022-08-17,175,-16,682074,246
0,2022-08-18,179,-12,682276,202
0,2022-08-19,163,-23,682457,181
0,2022-08-20,154,-27,682560,103
0,2022-08-21,148,-28,682587,27
0,2022-08-22,162,-26,682746,159
0,2022-08-23,159,-27,682941,195
0,2022-08-24,151,-26,683131,190
0,2022-08-25,150,-31,683328,197
0,2022-08-26,144,-31,686464,136
0,2022-08-27,138,-35,683528,64
0,2022-08-28,137,-30,683548,20
0,2022-08-29,139,-21,683718,170
0,2022-08-30,139,-20,683914,196
0,2022-08-31,128,-28,684029,115
0,2022-09-01,125,-23,684203,174
0,2022-09-02,124,-19,648334,131
0,2022-09-03,127,-15,684414,80
0,2022-09-04,126,-22,684427,13
0,2022-09-05,112,-29,684503,76
0,2022-09-06,105,-31,684646,143
0,2022-09-07,94,-38,684685,39
0,2022-09-08,83,-42,684784,99
0,2022-09-09,76,-55,684866,82
0,2022-09-10,70,-49,684906,40
0,2022-09-11,70,-50,684914,8
0,2022-09-12,64,-54,684951,37
0,2022-09-13,59,-54,685057,106
0,2022-09-14,71,-44,685179,122
0,2022-09-15,68,-46,685258,79
0,2022-09-16,69,-45,685350,92
0,2022-09-17,72,-43,685410,60
0,2022-09-18,73,-35,685422,12
0,2022-09-19,76,-27,685482,60
0,2022-09-20,73,-22,685569,87
0,2022-09-21,68,-18,685656,87
0,2022-09-22,67,-12,685725,69
0,2022-09-23,67,-5,685816,91
0,2022-09-24,61,-12,685837,21
0,2022-09-25,63,-2,685860,23
0,2022-09-26,57,-3,685881,21
0,2022-09-27,52,-27,685930,49
0,2022-09-28,46,-32,685978,48
0,2022-09-29,43,-38,686027,49
0,2022-09-30,40,-44,686097,70
0,2022-10-01,67,-8,686304,207
0,2022-10-02,73,-4,686369,65
0,2022-10-03,77,5,686421,52
0,2022-10-04,86,26,686531,110
0,2022-10-05,95,42,686640,109
0,2022-10-06,105,57,686759,119
0,2022-10-07,107,76,686849,90
0,2022-10-08,84,35,686895,46
0,2022-10-09,77,36,686910,15
0,2022-10-10,72,40,686928,18
0,2022-10-11,69,51,687016,88
0,2022-10-12,62,44,687076,60
0,2022-10-13,52,28,687120,44
0,2022-10-14,48,-28,687186,66
0,2022-10-15,43,-41,687195,9
0,2022-10-16,41,-47,687197,2
0,2022-10-17,52,-39,687293,96
0,2022-10-18,51,-46,687376,83
0,2022-10-19,57,-45,687478,102
0,2022-10-20,61,-44,687544,66
0,2022-10-21,56,-33,687581,37
0,2022-10-22,67,-13,687581,84
0,2022-10-23,69,-5,687680,15
0,2022-10-24,60,-13,687713,33
0,2022-10-25,60,-3,687797,84
0,2022-10-26,69,34,687690,163
0,2022-10-27,67,39,688013,53
0,2022-10-28,79,84,688132,119
0,2022-10-30,68,30,688155,12
0,2022-10-31,70,37,688205,50
0,2022-11-01,68,18,688270,65
0,2022-11-02,49,-20,688300,30
0,2022-11-03,43,-23,688316,16
0,2022-11-04,36,-46,688384,68
0,2022-11-05,39,-43,688419,35
0,2022-11-06,39,-36,688425,6
0,2022-11-07,34,-43,688444,19
0,2022-11-08,38,-44,688539,95
0,2022-11-09,45,-32,688617,78
0,2022-11-10,49,-38,688659,42
0,2022-11-11,46,-33,688705,46
0,2022-11-12,,,688735,30
0,2022-11-13,45,-36,688738,3
0,2022-11-14,43,-36,688746,8
0,2022-11-15,33,-32,688770,24
0,2022-11-16,28,-36,688811,41
0,2022-11-17,32,-10,688886,75
0,2022-11-18,36,-8,688958,72
0,2022-11-19,37,-4,688994,36
0,2022-11-20,38,11,689003,9
0,2022-11-21,45,18,689064,61
0,2022-11-22,65,43,689223,159
0,2022-11-23,73,50,689325,102
0,2022-11-24,73,59,689396,71
0,2022-11-25,77,72,56889,104
0,2022-11-26,79,76,689545,45
0,2022-11-27,80,84,689560,15
0,2022-11-28,77,132,689601,41
0,2022-11-29,71,155,689717,116
0,2022-11-30,75,133,689853,136
0,2022-12-01,86,138,689998,145
0,2022-12-02,90,143,690129,131
0,2022-12-03,95,79,690213,84
0,2022-12-04,96,111,690213,18
0,2022-12-05,100,54,690298,67
0,2022-12-06,107,46,690465,167
0,2022-12-07,112,53,690635,170
0,2022-12-08,106,37,690739,104
0,2022-12-09,101,28,690837,98
0,2022-12-10,99,24,690906,69
0,2022-12-11,102,33,690946,40
0,2022-12-12,103,46,691021,75
0,2022-12-13,101,34,691174,153
0,2022-12-14,114,33,691435,261
0,2022-12-15,128,42,691632,197
0,2022-12-16,134,41,691776,144
0,2022-12-17,132,38,691830,54
0,2022-12-18,130,30,691854,24
0,2022-12-19,139,30,691994,140
0,2022-12-20,148,32,692210,216
0,2022-12-21,139,31,692407,197
0,2022-12-22,134,33,692572,165
0,2022-12-23,154,56,692854,282
0,2022-12-24,151,48,692886,32
0,2022-12-25,154,49,692934,48
0,2022-12-26,36924,11,693017,79
0,2022-12-27,151,32,693267,250
0,2022-12-28,171,34,693604,337
0,2022-12-29,173,29,693783,179
0,2022-12-30,150,14,693904,121
0,2022-12-31,151,16,693941,37
0,2023-01-01,144,4,693949,8
0,2023-01-02,145,-2,694032,83
0,2023-01-03,138,0,694235,203
0,2023-01-04,120,-11,694442,207
0,2023-01-05,120,-22,694625,183
0,2023-01-06,131,-13,694823,198
0,2023-01-08,137,-6,694909,9
0,2023-01-09,131,-13,694949,40
0,2023-01-10,114,-34,695031,82
0,2023-01-11,98,-43,695127,96
0,2023-01-12,90,-40,695255,128
0,2023-01-14,67,-54,695369,35
0,2023-01-15,67,-54,695380,11
0,2023-01-16,73,-47,695461,81
0,2023-01-17,80,-33,695591,130
0,2023-01-18,77,-36,695668,77
0,2023-01-19,128,-3,696148,480
0,2023-01-20,130,-5,696245,97
0,2023-01-21,135,-1,696316,71
0,2023-01-22,135,3,696323,7
0,2023-01-23,131,15,693376,53
0,2023-01-24,137,40,696553,177
0,2023-01-25,140,55,696645,92
0,2023-01-26,83,14,696731,86
0,2023-01-27,77,15,696785,54
0,2023-01-28,70,5,696809,24
